2008-01-12	3	330	59
2008-01-12	4	319	57
2008-01-12	5	328	58
2008-01-12	6	423	61
2008-01-12	7	586	61
2008-01-12	8	794	67
2008-01-12	9	907	67
2008-01-12	10	1030	63
2008-01-12	11	1207	56
2008-01-12	12	1517	55
2008-01-12	13	1332	56
2008-01-12	14	1375	57
2008-01-12	15	1411	57
2008-01-12	16	1445	56
2008-01-12	17	1477	57
2008-01-12	18	1395	60
2008-01-12	19	1137	62
2008-01-12	20	893	64
2008-01-12	21	758	64
2008-01-12	22	757	64
2008-01-12	23	883	63
2008-01-13	0	578	63
2008-01-13	1	382	63
2008-01-13	2	337	60
2008-01-13	3	317	61
2008-01-13	4	299	60
2008-01-13	5	299	58
2008-01-13	6	298	59
2008-01-13	7	386	59
2008-01-13	8	416	58
2008-01-13	9	537	57
2008-01-13	10	654	57
2008-01-13	11	875	60
2008-01-13	12	797	60
2008-01-13	13	1416	62
2008-01-13	14	1191	66
2008-01-13	15	1142	68
2008-01-13	16	1314	68
2008-01-13	17	1248	69
2008-01-13	18	1113	68
2008-01-13	19	1002	68
2008-01-13	20	779	66
2008-01-13	21	786	67
2008-01-13	22	512	64
2008-01-13	23	424	62
2008-01-14	0	342	59
2008-01-14	1	282	53
2008-01-14	2	259	54
2008-01-14	3	262	53
2008-01-14	4	305	55
2008-01-14	5	602	65
2008-01-14	6	884	65
2008-01-14	7	1834	68
2008-01-14	8	1905	66
2008-01-14	9	1395	62
2008-01-14	10	1202	61
2008-01-14	11	1296	66
2008-01-14	12	1466	67
2008-01-14	13	1513	68
2008-01-14	14	1635	67
2008-01-14	15	2035	69
2008-01-14	16	2808	68
2008-01-14	17	3929	68
2008-01-14	18	2832	69
2008-01-14	19	1741	70
2008-01-14	20	1108	70
2008-01-14	21	899	68
2008-01-14	22	608	63
2008-01-14	23	483	59
2008-01-15	0	368	57
2008-01-15	1	302	52
2008-01-15	2	276	50
2008-01-15	3	294	51
2008-01-15	4	305	55
2008-01-15	5	621	64
2008-01-15	6	883	65
2008-01-15	7	1671	69
2008-01-15	8	1773	67
2008-01-15	9	1386	66
2008-01-15	10	1275	65
2008-01-15	11	1371	64
2008-01-15	12	1591	61
2008-01-15	13	1620	57
2008-01-15	14	1802	56
2008-01-15	15	2284	59
2008-01-15	16	2980	61
2008-01-15	17	3753	65
2008-01-15	18	3031	68
2008-01-15	19	1833	70
2008-01-15	20	1191	70
2008-01-15	21	991	69
2008-01-15	22	765	66
2008-01-15	23	550	60
2008-01-16	0	384	55
2008-01-16	1	324	51
2008-01-16	2	288	51
2008-01-16	3	289	51
2008-01-16	4	319	54
2008-01-16	5	630	63
2008-01-16	6	858	66
2008-01-16	7	1770	70
2008-01-16	8	1905	65
2008-01-16	9	475	50
2008-01-16	10	981	50
2008-01-16	11	1400	51
2008-01-16	12	1570	53
2008-01-16	13	1524	53
2008-01-16	14	1710	57
2008-01-16	15	2211	63
2008-01-16	16	3207	63
2008-01-16	17	3846	63
2008-01-16	18	2968	65
2008-01-16	19	1829	67
2008-01-16	20	1165	67
2008-01-16	21	1001	67
2008-01-16	22	800	64
2008-01-16	23	565	61
2008-01-17	0	352	56
2008-01-17	1	332	52
2008-01-17	2	281	52
2008-01-17	3	306	51
2008-01-17	4	345	52
2008-01-17	5	672	60
2008-01-17	6	915	61
2008-01-17	7	1737	61
2008-01-17	8	1802	60
2008-01-17	9	1399	60
2008-01-17	10	1320	63
2008-01-17	11	1431	63
2008-01-17	12	1641	63
2008-01-17	13	1633	64
2008-01-17	14	1753	63
2008-01-17	15	2414	64
2008-01-17	16	3227	64
2008-01-17	17	3638	62
2008-01-17	18	2714	62
2008-01-17	19	1709	64
2008-01-17	20	1170	65
2008-01-17	21	1297	63
2008-01-17	22	1014	63
2008-01-17	23	586	61
2008-01-18	0	393	58
2008-01-18	1	298	52
2008-01-18	2	286	53
2008-01-18	3	303	51
2008-01-18	4	333	53
2008-01-18	5	646	63
2008-01-18	6	870	68
2008-01-18	7	1775	67
2008-01-18	8	1863	69
2008-01-18	9	1474	67
2008-01-18	10	1380	67
2008-01-18	11	1511	68
2008-01-18	12	1739	65
2008-01-18	13	1695	61
2008-01-18	14	1921	60
2008-01-18	15	2542	61
2008-01-18	16	3194	62
2008-01-18	17	3863	65
2008-01-18	18	2511	69
2008-01-18	19	1637	70
2008-01-18	20	1013	69
2008-01-18	21	964	67
2008-01-18	22	861	67
2008-01-18	23	859	67
2008-01-19	0	527	65
2008-01-19	1	359	59
2008-01-19	2	347	57
2008-01-19	3	310	59
2008-01-19	4	302	56
2008-01-19	5	336	58
2008-01-19	6	422	62
2008-01-19	7	576	66
2008-01-19	8	680	65
2008-01-19	9	806	68
2008-01-19	10	932	68
2008-01-19	11	1112	68
2008-01-19	12	1309	70
2008-01-19	13	1328	69
2008-01-19	14	1393	69
2008-01-19	15	1403	69
2008-01-19	16	1397	71
2008-01-19	17	1385	69
2008-01-19	18	1146	69
2008-01-19	19	964	67
2008-01-19	20	739	68
2008-01-19	21	766	67
2008-01-19	22	796	68
2008-01-19	23	763	69
2008-01-20	0	517	64
2008-01-20	1	346	61
2008-01-20	2	310	57
2008-01-20	3	305	59
2008-01-20	4	292	59
2008-01-20	5	279	58
2008-01-20	6	318	59
2008-01-20	7	366	60
2008-01-20	8	375	61
2008-01-20	9	469	63
2008-01-20	10	679	67
2008-01-20	11	882	68
2008-01-20	12	1126	69
2008-01-20	13	1311	68
2008-01-20	14	1278	68
2008-01-20	15	1329	70
2008-01-20	16	1289	70
2008-01-20	17	1195	70
2008-01-20	18	1046	69
2008-01-20	19	916	68
2008-01-20	20	681	64
2008-01-20	21	645	65
2008-01-20	22	497	66
2008-01-20	23	460	62
2008-01-21	0	347	58
2008-01-21	1	299	55
2008-01-21	2	276	55
2008-01-21	3	265	54
2008-01-21	4	273	53
2008-01-21	5	394	58
2008-01-21	6	711	65
2008-01-21	7	1328	69
2008-01-21	8	1308	68
2008-01-21	9	1042	68
2008-01-21	10	1199	64
2008-01-21	11	1329	63
2008-01-21	12	1406	59
2008-01-21	13	1404	56
2008-01-21	14	1607	54
2008-01-21	15	1793	57
2008-01-21	16	2350	60
2008-01-21	17	2850	67
2008-01-21	18	2164	69
2008-01-21	19	1319	70
2008-01-21	20	874	66
2008-01-21	21	746	66
2008-01-21	22	590	63
2008-01-21	23	460	62
2008-01-22	0	368	56
2008-01-22	1	311	52
2008-01-22	2	277	50
2008-01-22	3	276	51
2008-01-22	4	310	51
2008-01-22	5	651	53
2008-01-22	6	858	57
2008-01-22	7	1545	58
2008-01-22	8	1553	63
2008-01-22	9	1496	64
2008-01-22	10	1270	64
2008-01-22	11	1249	64
2008-01-22	12	1326	65
2008-01-22	13	1426	66
2008-01-22	14	1667	66
2008-01-22	15	2193	66
2008-01-22	16	3025	66
2008-01-22	17	3721	65
2008-01-22	18	2663	68
2008-01-22	19	1596	70
2008-01-22	20	1080	69
2008-01-22	21	839	67
2008-01-22	22	659	62
2008-01-22	23	455	58
2008-01-23	0	339	53
2008-01-23	1	301	51
2008-01-23	2	281	52
2008-01-23	3	299	51
2008-01-23	4	335	54
2008-01-23	5	673	65
2008-01-23	6	910	67
2008-01-23	7	1763	67
2008-01-23	8	1826	68
2008-01-23	9	1547	65
2008-01-23	10	1278	64
2008-01-23	11	1425	62
2008-01-23	12	1623	59
2008-01-23	13	1538	56
2008-01-23	14	1852	56
2008-01-23	15	2288	58
2008-01-23	16	3191	61
2008-01-23	17	3800	63
2008-01-23	18	2803	68
2008-01-23	19	1681	70
2008-01-23	20	1228	69
2008-01-23	21	1154	69
2008-01-23	22	844	67
2008-01-23	23	500	61
2008-01-24	0	396	55
2008-01-24	1	306	52
2008-01-24	2	273	53
2008-01-24	3	295	52
2008-01-24	4	334	52
2008-01-24	5	653	63
2008-01-24	6	930	67
2008-01-24	7	1821	67
2008-01-24	8	1764	66
2008-01-24	9	1067	64
2008-01-24	10	1263	67
2008-01-24	11	1420	67
2008-01-24	12	1561	54
2008-01-24	13	1678	60
2008-01-24	14	864	55
2008-01-24	15	1025	56
2008-01-24	16	1358	56
2008-01-24	17	1661	55
2008-01-24	18	1244	54
2008-01-24	19	774	56
2008-01-24	20	571	54
2008-01-24	21	480	54
2008-01-24	22	400	52
2008-01-24	23	297	51
2008-01-25	0	211	49
2008-01-25	1	169	47
2008-01-25	2	149	46
2008-01-25	3	147	44
2008-01-25	4	157	46
2008-01-25	5	235	49
2008-01-25	6	441	52
2008-01-25	7	825	53
2008-01-25	8	900	51
2008-01-25	9	706	51
2008-01-25	10	642	53
2008-01-25	11	698	53
2008-01-25	12	1584	60
2008-01-25	13	1713	61
2008-01-25	14	1876	59
2008-01-25	15	2343	61
2008-01-25	16	3080	67
2008-01-25	17	3720	68
2008-01-25	18	2679	69
2008-01-25	19	1710	66
2008-01-25	20	1012	68
2008-01-25	21	882	67
2008-01-25	22	736	67
2008-01-25	23	815	66
2008-01-26	0	497	63
2008-01-26	1	380	59
2008-01-26	2	330	57
2008-01-26	3	331	58
2008-01-26	4	304	56
2008-01-26	5	355	61
2008-01-26	6	412	61
2008-01-26	7	667	66
2008-01-26	8	681	67
2008-01-26	9	865	67
2008-01-26	10	956	66
2008-01-26	11	1164	69
2008-01-26	12	1343	68
2008-01-26	13	1354	70
2008-01-26	14	1388	70
2008-01-26	15	1372	70
2008-01-26	16	1342	70
2008-01-26	17	1465	70
2008-01-26	18	1554	68
2008-01-26	19	1100	69
2008-01-26	20	841	67
2008-01-26	21	676	68
2008-01-26	22	661	66
2008-01-26	23	660	66
2008-01-27	0	467	65
2008-01-27	1	375	62
2008-01-27	2	318	60
2008-01-27	3	326	61
2008-01-27	4	279	57
2008-01-27	5	313	56
2008-01-27	6	331	60
2008-01-27	7	401	62
2008-01-27	8	392	64
2008-01-27	9	568	62
2008-01-27	10	729	66
2008-01-27	11	904	61
2008-01-27	12	1335	57
2008-01-27	13	1481	57
2008-01-27	14	1500	56
2008-01-27	15	1398	57
2008-01-27	16	1502	55
2008-01-27	17	1359	60
2008-01-27	18	1257	63
2008-01-27	19	1003	65
2008-01-27	20	980	66
2008-01-27	21	782	67
2008-01-27	22	511	63
2008-01-27	23	439	61
2008-01-28	0	311	59
2008-01-28	1	278	56
2008-01-28	2	271	52
2008-01-28	3	271	53
2008-01-28	4	322	52
2008-01-28	5	594	63
2008-01-28	6	905	68
2008-01-28	7	1933	68
2008-01-28	8	2041	63
2008-01-28	9	1459	64
2008-01-28	10	1230	57
2008-01-28	11	1408	55
2008-01-28	12	1514	57
2008-01-28	13	1640	56
2008-01-28	14	1921	58
2008-01-28	15	2247	56
2008-01-28	16	3123	56
2008-01-28	17	3979	55
2008-01-28	18	3213	54
2008-01-28	19	1702	57
2008-01-28	20	1088	56
2008-01-28	21	821	55
2008-01-28	22	668	53
2008-01-28	23	449	51
2008-01-29	0	353	53
2008-01-29	1	314	48
2008-01-29	2	281	48
2008-01-29	3	275	51
2008-01-29	4	334	50
2008-01-29	5	732	56
2008-01-29	6	1015	58
2008-01-29	7	1980	55
2008-01-29	8	1828	53
2008-01-29	9	1502	52
2008-01-29	10	1232	51
2008-01-29	11	670	53
2008-01-29	12	738	54
2008-01-29	13	756	52
2008-01-29	14	800	53
2008-01-29	15	991	54
2008-01-29	16	1297	54
2008-01-29	17	1694	53
2008-01-29	18	1473	52
2008-01-29	19	869	54
2008-01-29	20	594	53
2008-01-29	21	497	51
2008-01-29	22	390	49
2008-01-29	23	321	48
2008-01-30	0	125	46
2008-01-30	1	162	43
2008-01-30	2	145	43
2008-01-30	3	140	42
2008-01-30	4	147	43
2008-01-30	5	250	48
2008-01-30	6	410	50
2008-01-30	7	784	50
2008-01-30	8	978	51
2008-01-30	9	790	50
2008-01-30	10	659	51
2008-01-30	11	694	51
2008-01-30	12	789	53
2008-01-30	13	767	53
2008-01-30	14	775	53
2008-01-30	15	985	54
2008-01-30	16	2814	59
2008-01-30	17	3355	49
2008-01-30	18	2863	53
2008-01-30	19	1796	64
2008-01-30	20	1244	61
2008-01-30	21	1050	66
2008-01-30	22	705	64
2008-01-30	23	544	59
2008-01-31	0	384	57
2008-01-31	1	337	55
2008-01-31	2	273	50
2008-01-31	3	280	54
2008-01-31	4	329	54
2008-01-31	5	581	61
2008-01-31	6	967	60
2008-01-31	7	1759	68
2008-01-31	8	1953	63
2008-01-31	9	1480	67
2008-01-31	10	1448	63
2008-01-31	11	1500	64
2008-01-31	12	1726	66
2008-01-31	13	1710	63
2008-01-31	14	2067	66
2008-01-31	15	2222	64
2008-01-31	16	3386	66
2008-01-31	17	3714	62
2008-01-31	18	2513	68
2008-01-31	19	1666	68
2008-01-31	20	1117	65
2008-01-31	21	878	60
2008-01-31	22	491	52
2008-01-31	23	531	55
